pataka	[0.5,0.75,-1.7347235e-17,0.42,0.7,-0.03,0.33157915,0.60275626,-0.037425548,0.24761038,0.5233943,-0.042528957,0.16671881,0.46821895,-0.046069723,0.4,0.45,-0.01,0.39963564,0.32546598,-0.020222835,0.408213,0.24977683,-0.028907454,0.41699132,0.18413824,-0.035289135,0.4655572,0.44651213,-0.009077419,0.47015914,0.31543854,-0.02421101,0.47570625,0.21870245,-0.038454656,0.48120838,0.1448294,-0.047759097,0.53224033,0.46730953,-0.012906968,0.55156285,0.35847986,-0.036889914,0.56709474,0.36983818,-0.050314754,0.57665217,0.38859144,-0.05390681,0.6,0.5,-0.02,0.6313188,0.40367118,-0.039219435,0.6480216,0.3424867,-0.048950635,0.6578397,0.28469172,-0.053234585]
pataka	[0.5,0.75,-1.0408341e-17,0.42,0.7,-0.03,0.36511642,0.5862715,-0.034324206,0.33517373,0.4790349,-0.036505513,0.28566593,0.39298207,-0.03632037,0.4,0.45,-0.01,0.39815086,0.3139651,-0.019692577,0.40612802,0.23155041,-0.026098147,0.41869676,0.1594217,-0.029954797,0.46613201,0.441994,-0.008467624,0.46785256,0.295435,-0.022399267,0.47245914,0.1940797,-0.032729525,0.4762046,0.11230827,-0.038087755,0.53265154,0.4637371,-0.012383141,0.5475244,0.34697747,-0.036422096,0.54654986,0.37300426,-0.04800201,0.541396,0.3998209,-0.049496844,0.6,0.5,-0.02,0.63503236,0.39543855,-0.04045319,0.6543616,0.32710236,-0.048959907,0.666615,0.25920188,-0.051186282]
pataka	[0.5,0.75,-1.3877788e-17,0.42,0.7,-0.03,0.32697454,0.5980768,-0.036667176,0.24358273,0.5205966,-0.041752737,0.16017678,0.4714399,-0.04580824,0.4,0.45,-0.01,0.4178073,0.3135033,-0.019439202,0.4389877,0.2345147,-0.02698832,0.4590798,0.16603312,-0.032239806,0.46582103,0.44728965,-0.008797218,0.4912729,0.29827854,-0.022846764,0.51057124,0.19580695,-0.033440668,0.52498907,0.11354422,-0.039102267,0.53193015,0.4675923,-0.012417561,0.5545726,0.34026173,-0.034897987,0.5641403,0.38959032,-0.042399444,0.5656377,0.4327711,-0.040412016,0.6,0.5,-0.02,0.62711704,0.39019635,-0.03760196,0.6356839,0.32238033,-0.04298579,0.6372517,0.2540556,-0.042928927]
pataka	[0.5,0.75,-2.7755576e-17,0.42,0.7,-0.03,0.3341262,0.6082451,-0.028429657,0.2572514,0.5250499,-0.02174072,0.16484578,0.45670512,-0.010085232,0.4,0.45,-0.01,0.411658,0.3135962,-0.019847404,0.42568916,0.22553557,-0.026860096,0.4383075,0.15428889,-0.031130567,0.4706837,0.44879726,-0.009718752,0.48937303,0.29822013,-0.023371067,0.51490617,0.19345424,-0.036230423,0.52945554,0.11461815,-0.0424014,0.5359706,0.47248632,-0.013168057,0.5711401,0.36055106,-0.039115734,0.6111533,0.3847303,-0.06033983,0.6283989,0.41742143,-0.066859365,0.6,0.5,-0.02,0.6268801,0.3928105,-0.03741175,0.6445053,0.3274776,-0.047238473,0.646285,0.26953855,-0.049170583]
pataka	[0.5,0.75,0,0.42,0.7,-0.03,0.33810723,0.59407216,-0.03561195,0.25843266,0.51004416,-0.03899354,0.1767567,0.457783,-0.041367467,0.4,0.45,-0.01,0.40221304,0.31040046,-0.018447539,0.41104048,0.2288628,-0.02429193,0.41864982,0.15965895,-0.027960021,0.46776292,0.44483215,-0.008996591,0.4745096,0.29425943,-0.024795854,0.4807444,0.18512361,-0.037165295,0.48129773,0.10006763,-0.043475218,0.5348081,0.4661715,-0.012742164,0.5487644,0.34653088,-0.0369803,0.56068844,0.3774412,-0.049140114,0.5637026,0.40886125,-0.050340645,0.6,0.5,-0.02,0.6246727,0.3912591,-0.0383174,0.6356333,0.3229648,-0.045328718,0.6394886,0.25552338,-0.046273462]
pataka	[0.5,0.75,-3.6429193e-17,0.42,0.7,-0.03,0.35612935,0.6018745,-0.035549518,0.33275205,0.50148916,-0.03864094,0.34223175,0.40855175,-0.041723292,0.4,0.45,-0.01,0.40363973,0.3127781,-0.020880844,0.41357133,0.2271448,-0.029998936,0.4248835,0.15003496,-0.03536604,0.4673596,0.4432505,-0.008186878,0.47381547,0.3001662,-0.020450277,0.48072535,0.20239359,-0.03099533,0.48546898,0.121644944,-0.037403658,0.5331393,0.46293625,-0.011879342,0.5566927,0.3480333,-0.029647501,0.55895656,0.3343492,-0.040184062,0.55450124,0.3285747,-0.04380719,0.6,0.5,-0.02,0.6222532,0.39476115,-0.035395507,0.6273288,0.3271908,-0.0417118,0.62488437,0.26559162,-0.04321906]
pataka	[0.5,0.75,1.9081958e-17,0.42,0.7,-0.03,0.3583942,0.60403746,-0.036214743,0.3404358,0.50513273,-0.03992535,0.3526124,0.41271502,-0.043497395,0.4,0.45,-0.01,0.40645346,0.31470248,-0.021480663,0.42272726,0.22846164,-0.031498484,0.4383026,0.15196642,-0.037686814,0.46533597,0.44415975,-0.008195664,0.4741164,0.30573422,-0.021373244,0.48432565,0.20656547,-0.03363252,0.48867145,0.12582785,-0.0419248,0.53143007,0.46447113,-0.011974763,0.55223817,0.35452986,-0.029817624,0.55148786,0.33114165,-0.042239558,0.54248804,0.3228247,-0.04838415,0.6,0.5,-0.02,0.6191408,0.39446127,-0.035396934,0.625569,0.32481927,-0.043349247,0.62427014,0.26557994,-0.046996377]
pataka	[0.5,0.75,1.5612511e-17,0.42,0.7,-0.03,0.34886944,0.6029937,-0.035711985,0.34192103,0.49962652,-0.040537268,0.3664156,0.4049063,-0.04632295,0.4,0.45,-0.01,0.4003664,0.30885544,-0.021089304,0.41133568,0.22512439,-0.031140035,0.42034674,0.14693321,-0.037333507,0.46904686,0.44717357,-0.008699598,0.46929613,0.3026686,-0.020179933,0.47806963,0.20527957,-0.03301112,0.4806781,0.11837115,-0.041839246,0.5341059,0.46670327,-0.012289205,0.5498539,0.35558745,-0.028773462,0.554771,0.32497376,-0.041292146,0.5499991,0.30251446,-0.047686517,0.6,0.5,-0.02,0.61787146,0.4001969,-0.034311213,0.6189196,0.33230346,-0.04181808,0.6104329,0.26912427,-0.045518693]
pataka	[0.5,0.75,0,0.42,0.7,-0.03,0.35053,0.5999147,-0.03565744,0.29832318,0.4980914,-0.03794676,0.23991396,0.41442555,-0.039197948,0.4,0.45,-0.01,0.42690143,0.3119112,-0.02280972,0.45854384,0.22954482,-0.035233885,0.4861804,0.15780146,-0.044364613,0.46909437,0.4471965,-0.009015666,0.49897516,0.30101123,-0.023897205,0.5287167,0.1960022,-0.039336074,0.551801,0.11140238,-0.05000336,0.53484726,0.46762756,-0.012519594,0.56554383,0.3450662,-0.030484838,0.57300216,0.30688092,-0.04233023,0.56972796,0.27872062,-0.0468543,0.6,0.5,-0.02,0.6223797,0.39251253,-0.034984376,0.618262,0.32846004,-0.04149025,0.60136074,0.27071625,-0.04274618]
pataka	[0.5,0.75,-1.7347235e-17,0.42,0.7,-0.03,0.33816293,0.6228237,-0.041833673,0.25977898,0.5556709,-0.050873227,0.19406591,0.49842957,-0.060838003,0.4,0.45,-0.01,0.42316097,0.307391,-0.019436061,0.45203498,0.22448516,-0.028957045,0.47497022,0.14924233,-0.034436375,0.4676737,0.44506094,-0.008335398,0.48960254,0.28752387,-0.017091587,0.51842,0.17582484,-0.026943611,0.537891,0.0799946,-0.032536402,0.53426784,0.46627414,-0.011958369,0.5610338,0.34127083,-0.023526082,0.570038,0.2996267,-0.033539146,0.56548274,0.2706838,-0.03713296,0.6,0.5,-0.02,0.6144042,0.3961089,-0.026656583,0.60583043,0.33447897,-0.02817455,0.58596957,0.27721858,-0.026426075]
